submission_number,snapshot_id,snapshot_row_number,primary_product_code,metadata_match_status
K203785,FDA_AI_LIST_2026-06-29,1088,QIH,MATCH_AFTER_DATE_NORMALIZATION
K210438,FDA_AI_LIST_2026-06-29,1089,IYN,MATCH_AFTER_DATE_NORMALIZATION
K211828,FDA_AI_LIST_2026-06-29,1090,JAK,MATCH_AFTER_DATE_NORMALIZATION
K211824,FDA_AI_LIST_2026-06-29,1091,IYN,MATCH_AFTER_DATE_NORMALIZATION
K211945,FDA_AI_LIST_2026-06-29,1092,IYN,MATCH_AFTER_DATE_NORMALIZATION
DEN200030,FDA_AI_LIST_2026-06-29,1093,QQI,MATCH_AFTER_DATE_NORMALIZATION
K203555,FDA_AI_LIST_2026-06-29,1094,QIH,MATCH_AFTER_DATE_NORMALIZATION
K211597,FDA_AI_LIST_2026-06-29,1095,IYN,MATCH_AFTER_DATE_NORMALIZATION
K211867,FDA_AI_LIST_2026-06-29,1096,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K211881,FDA_AI_LIST_2026-06-29,1097,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K201560,FDA_AI_LIST_2026-06-29,1098,MYN,MATCH_AFTER_DATE_NORMALIZATION
K212383,FDA_AI_LIST_2026-06-29,1099,OWB,MATCH_AFTER_DATE_NORMALIZATION
K203696,FDA_AI_LIST_2026-06-29,1100,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K211846,FDA_AI_LIST_2026-06-29,1101,KPS,MATCH_AFTER_DATE_NORMALIZATION
K212230,FDA_AI_LIST_2026-06-29,1102,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K211179,FDA_AI_LIST_2026-06-29,1103,QAS,MATCH_AFTER_DATE_NORMALIZATION
K203448,FDA_AI_LIST_2026-06-29,1104,JAK,MATCH_AFTER_DATE_NORMALIZATION
K211764,FDA_AI_LIST_2026-06-29,1105,KPS,MATCH_AFTER_DATE_NORMALIZATION
K212100,FDA_AI_LIST_2026-06-29,1106,IYN,MATCH_AFTER_DATE_NORMALIZATION
K211431,FDA_AI_LIST_2026-06-29,1107,QIH,MATCH_AFTER_DATE_NORMALIZATION
K211222,FDA_AI_LIST_2026-06-29,1108,QIH,MATCH_AFTER_DATE_NORMALIZATION
K211379,FDA_AI_LIST_2026-06-29,1109,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K211655,FDA_AI_LIST_2026-06-29,1110,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K212074,FDA_AI_LIST_2026-06-29,1111,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K211279,FDA_AI_LIST_2026-06-29,1112,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K210791,FDA_AI_LIST_2026-06-29,1113,QIH,MATCH_AFTER_DATE_NORMALIZATION
K211951,FDA_AI_LIST_2026-06-29,1114,QNP,MATCH_AFTER_DATE_NORMALIZATION
K211906,FDA_AI_LIST_2026-06-29,1115,QME,MATCH_AFTER_DATE_NORMALIZATION
K210666,FDA_AI_LIST_2026-06-29,1116,MYN,MATCH_AFTER_DATE_NORMALIZATION
K210719,FDA_AI_LIST_2026-06-29,1117,QIH,MATCH_AFTER_DATE_NORMALIZATION
K211506,FDA_AI_LIST_2026-06-29,1118,QIH,MATCH_AFTER_DATE_NORMALIZATION
K211788,FDA_AI_LIST_2026-06-29,1119,QAS,MATCH_AFTER_DATE_NORMALIZATION
K210611,FDA_AI_LIST_2026-06-29,1120,LNH,MATCH_AFTER_DATE_NORMALIZATION
K210645,FDA_AI_LIST_2026-06-29,1121,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K203514,FDA_AI_LIST_2026-06-29,1122,JAK,MATCH_AFTER_DATE_NORMALIZATION
K202718,FDA_AI_LIST_2026-06-29,1123,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K210034,FDA_AI_LIST_2026-06-29,1124,OLZ,MATCH_AFTER_DATE_NORMALIZATION
K210484,FDA_AI_LIST_2026-06-29,1125,MXD,MATCH_AFTER_DATE_NORMALIZATION
K203629,FDA_AI_LIST_2026-06-29,1126,PIB,MATCH_AFTER_DATE_NORMALIZATION
K211459,FDA_AI_LIST_2026-06-29,1127,QIH,MATCH_AFTER_DATE_NORMALIZATION
K210458,FDA_AI_LIST_2026-06-29,1128,NQQ,MATCH_AFTER_DATE_NORMALIZATION
DEN200069,FDA_AI_LIST_2026-06-29,1129,QPF,MATCH_AFTER_DATE_NORMALIZATION
K210404,FDA_AI_LIST_2026-06-29,1130,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K202527,FDA_AI_LIST_2026-06-29,1131,DQK,MATCH_AFTER_DATE_NORMALIZATION
K210237,FDA_AI_LIST_2026-06-29,1132,QAS,MATCH_AFTER_DATE_NORMALIZATION
K210187,FDA_AI_LIST_2026-06-29,1133,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K211118,FDA_AI_LIST_2026-06-29,1134,LNH,MATCH_AFTER_DATE_NORMALIZATION
K210426,FDA_AI_LIST_2026-06-29,1135,IYN,MATCH_AFTER_DATE_NORMALIZATION
K210001,FDA_AI_LIST_2026-06-29,1136,KPS,MATCH_AFTER_DATE_NORMALIZATION
K203314,FDA_AI_LIST_2026-06-29,1137,KPS,MATCH_AFTER_DATE_NORMALIZATION
K203502,FDA_AI_LIST_2026-06-29,1138,QIH,MATCH_AFTER_DATE_NORMALIZATION
K210556,FDA_AI_LIST_2026-06-29,1139,QIH,MATCH_AFTER_DATE_NORMALIZATION
K203610,FDA_AI_LIST_2026-06-29,1140,QKB,MATCH_AFTER_DATE_NORMALIZATION
K203469,FDA_AI_LIST_2026-06-29,1141,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K203517,FDA_AI_LIST_2026-06-29,1142,QFM,MATCH_AFTER_DATE_NORMALIZATION
K202992,FDA_AI_LIST_2026-06-29,1143,QFM,MATCH_AFTER_DATE_NORMALIZATION
DEN200055,FDA_AI_LIST_2026-06-29,1144,QNP,MATCH_AFTER_DATE_NORMALIZATION
K202928,FDA_AI_LIST_2026-06-29,1145,QKB,MATCH_AFTER_DATE_NORMALIZATION
K202441,FDA_AI_LIST_2026-06-29,1146,MQB,MATCH_AFTER_DATE_NORMALIZATION
DEN200038,FDA_AI_LIST_2026-06-29,1147,QOK,MATCH_AFTER_DATE_NORMALIZATION
K210071,FDA_AI_LIST_2026-06-29,1148,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K203258,FDA_AI_LIST_2026-06-29,1149,OEB,MATCH_AFTER_DATE_NORMALIZATION
K203443,FDA_AI_LIST_2026-06-29,1150,LNH,MATCH_AFTER_DATE_NORMALIZATION
DEN200019,FDA_AI_LIST_2026-06-29,1151,QME,MATCH_AFTER_DATE_NORMALIZATION
K203225,FDA_AI_LIST_2026-06-29,1152,JAK,MATCH_AFTER_DATE_NORMALIZATION
K210209,FDA_AI_LIST_2026-06-29,1153,QAS,MATCH_AFTER_DATE_NORMALIZATION
K203235,FDA_AI_LIST_2026-06-29,1154,QKB,MATCH_AFTER_DATE_NORMALIZATION
K202284,FDA_AI_LIST_2026-06-29,1155,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K203822,FDA_AI_LIST_2026-06-29,1156,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K203256,FDA_AI_LIST_2026-06-29,1157,QIH,MATCH_AFTER_DATE_NORMALIZATION
K202300,FDA_AI_LIST_2026-06-29,1158,POK,MATCH_AFTER_DATE_NORMALIZATION
K203323,FDA_AI_LIST_2026-06-29,1159,LNH,MATCH_AFTER_DATE_NORMALIZATION
K203617,FDA_AI_LIST_2026-06-29,1160,JAK,MATCH_AFTER_DATE_NORMALIZATION
DEN200022,FDA_AI_LIST_2026-06-29,1161,QNV,MATCH_AFTER_DATE_NORMALIZATION
K203182,FDA_AI_LIST_2026-06-29,1162,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K202990,FDA_AI_LIST_2026-06-29,1163,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K203578,FDA_AI_LIST_2026-06-29,1164,NQQ,MATCH_AFTER_DATE_NORMALIZATION
K202212,FDA_AI_LIST_2026-06-29,1165,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K203103,FDA_AI_LIST_2026-06-29,1166,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K210053,FDA_AI_LIST_2026-06-29,1167,QIH,MATCH_AFTER_DATE_NORMALIZATION
K203582,FDA_AI_LIST_2026-06-29,1168,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K201411,FDA_AI_LIST_2026-06-29,1169,QIH,MATCH_AFTER_DATE_NORMALIZATION
K202767,FDA_AI_LIST_2026-06-29,1170,LNH,MATCH_AFTER_DATE_NORMALIZATION
K193271,FDA_AI_LIST_2026-06-29,1171,QFM,MATCH_AFTER_DATE_NORMALIZATION
K202700,FDA_AI_LIST_2026-06-29,1172,QKB,MATCH_AFTER_DATE_NORMALIZATION
K203280,FDA_AI_LIST_2026-06-29,1173,LNH,MATCH_AFTER_DATE_NORMALIZATION
K201836,FDA_AI_LIST_2026-06-29,1174,JAK,MATCH_AFTER_DATE_NORMALIZATION
P200003,FDA_AI_LIST_2026-06-29,1175,QNK,MATCH_AFTER_DATE_NORMALIZATION
K200717,FDA_AI_LIST_2026-06-29,1176,QNL,MATCH_AFTER_DATE_NORMALIZATION
K203329,FDA_AI_LIST_2026-06-29,1177,PJA,MATCH_AFTER_DATE_NORMALIZATION
K202414,FDA_AI_LIST_2026-06-29,1178,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K203508,FDA_AI_LIST_2026-06-29,1179,QAS,MATCH_AFTER_DATE_NORMALIZATION
K202229,FDA_AI_LIST_2026-06-29,1180,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K201555,FDA_AI_LIST_2026-06-29,1181,POK,MATCH_AFTER_DATE_NORMALIZATION
K203042,FDA_AI_LIST_2026-06-29,1182,JAK,MATCH_AFTER_DATE_NORMALIZATION
K201745,FDA_AI_LIST_2026-06-29,1183,JAK,MATCH_AFTER_DATE_NORMALIZATION
K201039,FDA_AI_LIST_2026-06-29,1184,LNH,MATCH_AFTER_DATE_NORMALIZATION
K202487,FDA_AI_LIST_2026-06-29,1185,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K203169,FDA_AI_LIST_2026-06-29,1186,JAK,MATCH_AFTER_DATE_NORMALIZATION
K193287,FDA_AI_LIST_2026-06-29,1187,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K200873,FDA_AI_LIST_2026-06-29,1188,QAS,MATCH_AFTER_DATE_NORMALIZATION
K201019,FDA_AI_LIST_2026-06-29,1189,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K201195,FDA_AI_LIST_2026-06-29,1190,QIH,MATCH_AFTER_DATE_NORMALIZATION
K193306,FDA_AI_LIST_2026-06-29,1191,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K193289,FDA_AI_LIST_2026-06-29,1192,JAK,MATCH_AFTER_DATE_NORMALIZATION
K201985,FDA_AI_LIST_2026-06-29,1193,DQK,MATCH_AFTER_DATE_NORMALIZATION
K193562,FDA_AI_LIST_2026-06-29,1194,QKB,MATCH_AFTER_DATE_NORMALIZATION
K200750,FDA_AI_LIST_2026-06-29,1195,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K202013,FDA_AI_LIST_2026-06-29,1196,QIH,MATCH_AFTER_DATE_NORMALIZATION
K200323,FDA_AI_LIST_2026-06-29,1197,QKB,MATCH_AFTER_DATE_NORMALIZATION
K202089,FDA_AI_LIST_2026-06-29,1198,POV,MATCH_AFTER_DATE_NORMALIZATION
K201710,FDA_AI_LIST_2026-06-29,1199,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K200595,FDA_AI_LIST_2026-06-29,1200,JOY,MATCH_AFTER_DATE_NORMALIZATION
K201615,FDA_AI_LIST_2026-06-29,1201,LNH,MATCH_AFTER_DATE_NORMALIZATION
K202501,FDA_AI_LIST_2026-06-29,1202,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K193631,FDA_AI_LIST_2026-06-29,1203,DQD,MATCH_AFTER_DATE_NORMALIZATION
K202280,FDA_AI_LIST_2026-06-29,1204,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K202170,FDA_AI_LIST_2026-06-29,1205,LNH,MATCH_AFTER_DATE_NORMALIZATION
K201301,FDA_AI_LIST_2026-06-29,1206,JOY,MATCH_AFTER_DATE_NORMALIZATION
K192051,FDA_AI_LIST_2026-06-29,1207,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K202546,FDA_AI_LIST_2026-06-29,1208,QIH,MATCH_AFTER_DATE_NORMALIZATION
K201103,FDA_AI_LIST_2026-06-29,1209,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K200569,FDA_AI_LIST_2026-06-29,1210,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K201992,FDA_AI_LIST_2026-06-29,1211,QJU,MATCH_AFTER_DATE_NORMALIZATION
K200852,FDA_AI_LIST_2026-06-29,1212,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K201369,FDA_AI_LIST_2026-06-29,1213,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K201298,FDA_AI_LIST_2026-06-29,1214,DQK,MATCH_AFTER_DATE_NORMALIZATION
K192665,FDA_AI_LIST_2026-06-29,1215,PRH,MATCH_AFTER_DATE_NORMALIZATION
K200708,FDA_AI_LIST_2026-06-29,1216,IYN,MATCH_AFTER_DATE_NORMALIZATION
K200851,FDA_AI_LIST_2026-06-29,1217,IYN,MATCH_AFTER_DATE_NORMALIZATION
K201841,FDA_AI_LIST_2026-06-29,1218,QEA,MATCH_AFTER_DATE_NORMALIZATION
K202238,FDA_AI_LIST_2026-06-29,1219,LNH,MATCH_AFTER_DATE_NORMALIZATION
K200833,FDA_AI_LIST_2026-06-29,1220,MLO,MATCH_AFTER_DATE_NORMALIZATION
K201020,FDA_AI_LIST_2026-06-29,1221,QAS,MATCH_AFTER_DATE_NORMALIZATION
K200714,FDA_AI_LIST_2026-06-29,1222,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K201632,FDA_AI_LIST_2026-06-29,1223,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K201444,FDA_AI_LIST_2026-06-29,1224,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K201232,FDA_AI_LIST_2026-06-29,1225,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K200990,FDA_AI_LIST_2026-06-29,1226,JAK,MATCH_AFTER_DATE_NORMALIZATION
K201310,FDA_AI_LIST_2026-06-29,1227,QAS,MATCH_AFTER_DATE_NORMALIZATION
K193210,FDA_AI_LIST_2026-06-29,1228,KPS,MATCH_AFTER_DATE_NORMALIZATION
K200667,FDA_AI_LIST_2026-06-29,1229,PIB,MATCH_AFTER_DATE_NORMALIZATION
K193417,FDA_AI_LIST_2026-06-29,1230,QBS,MATCH_AFTER_DATE_NORMALIZATION
K193283,FDA_AI_LIST_2026-06-29,1231,QIH,MATCH_AFTER_DATE_NORMALIZATION
K200743,FDA_AI_LIST_2026-06-29,1232,IYN,MATCH_AFTER_DATE_NORMALIZATION
K200621,FDA_AI_LIST_2026-06-29,1233,QIH,MATCH_AFTER_DATE_NORMALIZATION
K200497,FDA_AI_LIST_2026-06-29,1234,IYN,MATCH_AFTER_DATE_NORMALIZATION
K200905,FDA_AI_LIST_2026-06-29,1235,QFM,MATCH_AFTER_DATE_NORMALIZATION
K193097,FDA_AI_LIST_2026-06-29,1236,LNH,MATCH_AFTER_DATE_NORMALIZATION
K193294,FDA_AI_LIST_2026-06-29,1237,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K192969,FDA_AI_LIST_2026-06-29,1238,QIH,MATCH_AFTER_DATE_NORMALIZATION
K200941,FDA_AI_LIST_2026-06-29,1239,QAS,MATCH_AFTER_DATE_NORMALIZATION
K193073,FDA_AI_LIST_2026-06-29,1240,JAK,MATCH_AFTER_DATE_NORMALIZATION
K193252,FDA_AI_LIST_2026-06-29,1241,QKB,MATCH_AFTER_DATE_NORMALIZATION
K192880,FDA_AI_LIST_2026-06-29,1242,OEB,MATCH_AFTER_DATE_NORMALIZATION
K200760,FDA_AI_LIST_2026-06-29,1243,POK,MATCH_AFTER_DATE_NORMALIZATION
K200855,FDA_AI_LIST_2026-06-29,1244,QAS,MATCH_AFTER_DATE_NORMALIZATION
K200232,FDA_AI_LIST_2026-06-29,1245,QIH,MATCH_AFTER_DATE_NORMALIZATION
K193298,FDA_AI_LIST_2026-06-29,1246,QAS,MATCH_AFTER_DATE_NORMALIZATION
K200921,FDA_AI_LIST_2026-06-29,1247,QAS,MATCH_AFTER_DATE_NORMALIZATION
K193290,FDA_AI_LIST_2026-06-29,1248,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K200356,FDA_AI_LIST_2026-06-29,1249,QIH,MATCH_AFTER_DATE_NORMALIZATION
K200980,FDA_AI_LIST_2026-06-29,1250,IYO,MATCH_AFTER_DATE_NORMALIZATION
K200974,FDA_AI_LIST_2026-06-29,1251,QIH,MATCH_AFTER_DATE_NORMALIZATION
K192601,FDA_AI_LIST_2026-06-29,1252,QIH,MATCH_AFTER_DATE_NORMALIZATION
K201034,FDA_AI_LIST_2026-06-29,1253,JAK,MATCH_AFTER_DATE_NORMALIZATION
K192901,FDA_AI_LIST_2026-06-29,1254,QFM,MATCH_AFTER_DATE_NORMALIZATION
K193176,FDA_AI_LIST_2026-06-29,1255,LNH,MATCH_AFTER_DATE_NORMALIZATION
K193220,FDA_AI_LIST_2026-06-29,1256,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K201012,FDA_AI_LIST_2026-06-29,1257,IYN,MATCH_AFTER_DATE_NORMALIZATION
K193351,FDA_AI_LIST_2026-06-29,1258,QAS,MATCH_AFTER_DATE_NORMALIZATION
K200755,FDA_AI_LIST_2026-06-29,1259,QJU,MATCH_AFTER_DATE_NORMALIZATION
K192167,FDA_AI_LIST_2026-06-29,1260,QAS,MATCH_AFTER_DATE_NORMALIZATION
K193282,FDA_AI_LIST_2026-06-29,1261,LNH,MATCH_AFTER_DATE_NORMALIZATION
K193300,FDA_AI_LIST_2026-06-29,1262,QFM,MATCH_AFTER_DATE_NORMALIZATION
K193087,FDA_AI_LIST_2026-06-29,1263,QAS,MATCH_AFTER_DATE_NORMALIZATION
K193518,FDA_AI_LIST_2026-06-29,1264,IYN,MATCH_AFTER_DATE_NORMALIZATION
K192732,FDA_AI_LIST_2026-06-29,1265,DSI,MATCH_AFTER_DATE_NORMALIZATION
K192437,FDA_AI_LIST_2026-06-29,1266,QIH,MATCH_AFTER_DATE_NORMALIZATION
K192854,FDA_AI_LIST_2026-06-29,1267,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K193281,FDA_AI_LIST_2026-06-29,1268,JAK,MATCH_AFTER_DATE_NORMALIZATION
K200036,FDA_AI_LIST_2026-06-29,1269,DPS,MATCH_AFTER_DATE_NORMALIZATION
K193658,FDA_AI_LIST_2026-06-29,1270,QAS,MATCH_AFTER_DATE_NORMALIZATION
K193267,FDA_AI_LIST_2026-06-29,1271,JAK,MATCH_AFTER_DATE_NORMALIZATION
K192388,FDA_AI_LIST_2026-06-29,1272,IYN,MATCH_AFTER_DATE_NORMALIZATION
K193216,FDA_AI_LIST_2026-06-29,1273,OEB,MATCH_AFTER_DATE_NORMALIZATION
K192574,FDA_AI_LIST_2026-06-29,1274,LNH,MATCH_AFTER_DATE_NORMALIZATION
K193229,FDA_AI_LIST_2026-06-29,1275,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K191550,FDA_AI_LIST_2026-06-29,1276,JAK,MATCH_AFTER_DATE_NORMALIZATION
K192962,FDA_AI_LIST_2026-06-29,1277,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K191556,FDA_AI_LIST_2026-06-29,1278,QFM,MATCH_AFTER_DATE_NORMALIZATION
K191928,FDA_AI_LIST_2026-06-29,1279,QKB,MATCH_AFTER_DATE_NORMALIZATION
K192832,FDA_AI_LIST_2026-06-29,1280,JAK,MATCH_AFTER_DATE_NORMALIZATION
K192973,FDA_AI_LIST_2026-06-29,1281,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K193248,FDA_AI_LIST_2026-06-29,1282,KPS,MATCH_AFTER_DATE_NORMALIZATION
K192828,FDA_AI_LIST_2026-06-29,1283,JAK,MATCH_AFTER_DATE_NORMALIZATION
K193178,FDA_AI_LIST_2026-06-29,1284,KPS,MATCH_AFTER_DATE_NORMALIZATION
K192377,FDA_AI_LIST_2026-06-29,1285,IYE,MATCH_AFTER_DATE_NORMALIZATION
DEN190040,FDA_AI_LIST_2026-06-29,1286,QJU,MATCH_AFTER_DATE_NORMALIZATION
K193109,FDA_AI_LIST_2026-06-29,1287,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K192415,FDA_AI_LIST_2026-06-29,1288,DXH,MATCH_AFTER_DATE_NORMALIZATION
K192956,FDA_AI_LIST_2026-06-29,1289,JAK,MATCH_AFTER_DATE_NORMALIZATION
K191125,FDA_AI_LIST_2026-06-29,1290,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K192004,FDA_AI_LIST_2026-06-29,1291,MWI,MATCH_AFTER_DATE_NORMALIZATION
K183089,FDA_AI_LIST_2026-06-29,1292,BZG,MATCH_AFTER_DATE_NORMALIZATION
K192383,FDA_AI_LIST_2026-06-29,1293,QAS,MATCH_AFTER_DATE_NORMALIZATION
K191647,FDA_AI_LIST_2026-06-29,1294,QIH,MATCH_AFTER_DATE_NORMALIZATION
K192763,FDA_AI_LIST_2026-06-29,1295,JAK,MATCH_AFTER_DATE_NORMALIZATION
K192531,FDA_AI_LIST_2026-06-29,1296,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K193170,FDA_AI_LIST_2026-06-29,1297,JAK,MATCH_AFTER_DATE_NORMALIZATION
K192130,FDA_AI_LIST_2026-06-29,1298,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K192571,FDA_AI_LIST_2026-06-29,1299,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K192287,FDA_AI_LIST_2026-06-29,1300,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K192442,FDA_AI_LIST_2026-06-29,1301,QEK,MATCH_AFTER_DATE_NORMALIZATION
K192279,FDA_AI_LIST_2026-06-29,1302,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K192945,FDA_AI_LIST_2026-06-29,1303,HAW,MATCH_AFTER_DATE_NORMALIZATION
K192320,FDA_AI_LIST_2026-06-29,1304,QFM,MATCH_AFTER_DATE_NORMALIZATION
K190529,FDA_AI_LIST_2026-06-29,1305,QJB,MATCH_AFTER_DATE_NORMALIZATION
K191278,FDA_AI_LIST_2026-06-29,1306,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K191171,FDA_AI_LIST_2026-06-29,1307,QIH,MATCH_AFTER_DATE_NORMALIZATION
K191026,FDA_AI_LIST_2026-06-29,1308,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K190868,FDA_AI_LIST_2026-06-29,1309,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K192109,FDA_AI_LIST_2026-06-29,1310,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K190013,FDA_AI_LIST_2026-06-29,1311,MRZ,MATCH_AFTER_DATE_NORMALIZATION
K190334,FDA_AI_LIST_2026-06-29,1312,MUD,MATCH_AFTER_DATE_NORMALIZATION
K190898,FDA_AI_LIST_2026-06-29,1313,GKZ,MATCH_AFTER_DATE_NORMALIZATION
K183274,FDA_AI_LIST_2026-06-29,1314,LNH,MATCH_AFTER_DATE_NORMALIZATION
K192455,FDA_AI_LIST_2026-06-29,1315,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K191493,FDA_AI_LIST_2026-06-29,1316,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K191994,FDA_AI_LIST_2026-06-29,1317,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K191713,FDA_AI_LIST_2026-06-29,1318,JAA,MATCH_AFTER_DATE_NORMALIZATION
K192065,FDA_AI_LIST_2026-06-29,1319,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K191688,FDA_AI_LIST_2026-06-29,1320,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K192304,FDA_AI_LIST_2026-06-29,1321,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K190815,FDA_AI_LIST_2026-06-29,1322,PIW,MATCH_AFTER_DATE_NORMALIZATION
K183370,FDA_AI_LIST_2026-06-29,1323,MWI,MATCH_AFTER_DATE_NORMALIZATION
K183268,FDA_AI_LIST_2026-06-29,1324,JAK,MATCH_AFTER_DATE_NORMALIZATION
K191179,FDA_AI_LIST_2026-06-29,1325,GXY,MATCH_AFTER_DATE_NORMALIZATION
K183489,FDA_AI_LIST_2026-06-29,1326,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K192107,FDA_AI_LIST_2026-06-29,1327,IYN,MATCH_AFTER_DATE_NORMALIZATION
K190593,FDA_AI_LIST_2026-06-29,1328,DQK,MATCH_AFTER_DATE_NORMALIZATION
K190925,FDA_AI_LIST_2026-06-29,1329,PJA,MATCH_AFTER_DATE_NORMALIZATION
K183282,FDA_AI_LIST_2026-06-29,1330,PLB,MATCH_AFTER_DATE_NORMALIZATION
K183182,FDA_AI_LIST_2026-06-29,1331,QFM,MATCH_AFTER_DATE_NORMALIZATION
K191262,FDA_AI_LIST_2026-06-29,1332,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K191183,FDA_AI_LIST_2026-06-29,1333,QEA,MATCH_AFTER_DATE_NORMALIZATION
K182384,FDA_AI_LIST_2026-06-29,1334,JFY,MATCH_AFTER_DATE_NORMALIZATION
K183271,FDA_AI_LIST_2026-06-29,1335,JAK,MATCH_AFTER_DATE_NORMALIZATION
K182798,FDA_AI_LIST_2026-06-29,1336,PBH,MATCH_AFTER_DATE_NORMALIZATION
K191370,FDA_AI_LIST_2026-06-29,1337,QCC,MATCH_AFTER_DATE_NORMALIZATION
K191585,FDA_AI_LIST_2026-06-29,1338,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K183322,FDA_AI_LIST_2026-06-29,1339,DPS,MATCH_AFTER_DATE_NORMALIZATION
K182875,FDA_AI_LIST_2026-06-29,1340,QAS,MATCH_AFTER_DATE_NORMALIZATION
K191384,FDA_AI_LIST_2026-06-29,1341,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K182901,FDA_AI_LIST_2026-06-29,1342,JAK,MATCH_AFTER_DATE_NORMALIZATION
K190442,FDA_AI_LIST_2026-06-29,1343,POK,MATCH_AFTER_DATE_NORMALIZATION
K190017,FDA_AI_LIST_2026-06-29,1344,LNH,MATCH_AFTER_DATE_NORMALIZATION
K191194,FDA_AI_LIST_2026-06-29,1345,QER,MATCH_AFTER_DATE_NORMALIZATION
K190387,FDA_AI_LIST_2026-06-29,1346,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K183460,FDA_AI_LIST_2026-06-29,1347,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K190424,FDA_AI_LIST_2026-06-29,1348,QAS,MATCH_AFTER_DATE_NORMALIZATION
K183046,FDA_AI_LIST_2026-06-29,1349,JAK,MATCH_AFTER_DATE_NORMALIZATION
K190896,FDA_AI_LIST_2026-06-29,1350,QAS,MATCH_AFTER_DATE_NORMALIZATION
K191083,FDA_AI_LIST_2026-06-29,1351,GXY,MATCH_AFTER_DATE_NORMALIZATION
K183646,FDA_AI_LIST_2026-06-29,1352,QAQ,MATCH_AFTER_DATE_NORMALIZATION
K183648,FDA_AI_LIST_2026-06-29,1353,PPU,MATCH_AFTER_DATE_NORMALIZATION
